CUST_ID,CUST_ID_CHAR,CUST_ID_DUP,CUSTNAME,ADDRESS1,ADDRESS2,LOCALITY,CITY,STATE,COUNTRY_CODE,POSTAL_CODE,POSTAL_CODE_PLUS4,EMAIL_ADDRESS,PHONE_NUMBER,YTD_SALES,SALESMAN_ID,NATIONALITY,NATIONAL_ID,CREDITCARD_NUMBER,CREDITCARD_TYPE,CREDITCARD_EXP,CREDITCARD_CVV
11746,C11746,C11746,Viola Abbott        ,3696 Lost Creek Road,<null>,<null>,Lizartza,<null>,ES,20490,0,Viola.J.Abbott@pookmail.com,91-271-2774,1820.08,NE106 ,FR,'275022603909513','370000514993080',American Express,716,2262
10282,C10282,C10282,Stacy Morris        ,2433 Ottis Street,<null>,<null>,Beltsville,VA,US,20705,0,Stacy.D.Morris@dodgeit.com,478-287-8584,904.86,NW247 ,U.S.,'022868024','3088007959838727',JCB,709,930
10283,C10283,C10283,Thomas Farris       ,54 Kelly Drive,<null>,<null>,Beltsville,MD,US,20705,0,Thomas.S.Farris@spambob.com,616-788-0599,90.3,SE337 ,CA,'751454315','30000005675834',Diners Club,114,758
10284,C10284,C10284,Nancy Washington    ,540 Wildrose Lane,<null>,<null>,Beltsville,VA,US,20705,0,Nancy.D.Washington@spambob.com,662-467-7939,0,WE421 ,FR,'818035100151050','3088003199404347',JCB,1214,7127
10285,C10285,C10285,Pedro Louder        ,3583 Watson Street,<null>,<null>,Beltsville,MD,US,20705,0,Pedro.M.Louder@pookmail.com,218-354-6129,6000.28,WE289 ,CA,'596802546','4111119136983455',VISA,811,998
10286,C10286,C10286,Marcy Stahl         ,2875 Fowler Avenue,<null>,<null>,Beltsville,MD,US,20705,0,Marcy.J.Stahl@mailinator.com,908-547-7686,0,SC199 ,UK,'BK302447D','30000005976885',Diners Club,715,6565
10287,C10287,C10287,Joseph Shafer       ,15 Lords Way,<null>,<null>,Beltsville,MD,US,20705,0,Joseph.J.Shafer@trashymail.com,212-833-9423,52,SE337 ,U.S.,'577430003','3088000260757793',JCB,510,6360
11665,C11665,C11665,Wilfred Foster      ,3587 Hickman Street,<null>,<null>,Laurel,MD,US,20707,0,Wilfred.J.Foster@spambob.com,972-547-7254,568.3,SE202 ,UK,'HP038933C','5500000859940706',Master Card,814,4893
11666,C11666,C11666,Ronald Blake        ,1107 School House Road,<null>,<null>,Laurel,MD,US,20707,0,Ronald.E.Blake@mailinator.com,704-963-9428,5231,NW247 ,ES,'8067415G','3088003743411145',JCB,709,4531
11667,C11667,C11667,Delores Shaver      ,1351 Metz Lane,<null>,<null>,Laurel,MD,US,20707,0,Delores.D.Shaver@spambob.com,541-902-6169,486,NW181 ,U.S.,'704180001','30000004009357',Diners Club,908,9361
11056,C11056,C11056,Mary Elledge        ,3082 Maryland Avenue,<null>,<null>,Errezil,<null>,ES,20737,0,Mary.J.Elledge@mailinator.com,91-102-6565,673,SW343 ,CA,'426601894','30000003111204',Diners Club,511,3768
11641,C11641,C11641,Lesley Valle        ,1785 Filbert Street,<null>,<null>,Landover,MD,US,20785,0,Lesley.K.Valle@spambob.com,440-549-9162,6101,SW409 ,CA,'655843308','4111112584022470',VISA,414,2005
10718,C10718,C10718,Francisco Waller    ,3820 Prospect Street,<null>,<null>,Chevy Chase,MD,US,20815,0,Francisco.L.Waller@dodgeit.com,313-965-7650,290.48,SW280 ,CA,'373180314','3088004186064201',JCB,717,6302
10898,C10898,C10898,Philip Weiss        ,1054 Blue Spruce Lane,<null>,<null>,Damascus,MD,US,20872,0,Philip.J.Weiss@spambob.com,313-714-3985,3780.51,NE373 ,IT,'TJXLRR78M57E775I','6011009754707409',Discover,1017,2410
11208,C11208,C11208,Whitney Ball        ,3643 Bartlett Avenue,<null>,<null>,Gaithersburg,MD,US,20877,0,Whitney.L.Ball@spambob.com,605-628-4509,673,RP385 ,CA,'149587396','30000006096980',Diners Club,1010,7416
10307,C10307,C10307,Michael Reed        ,4592 Poplar Lane,<null>,<null>,Besnate,VA,IT,21010,0,Michael.K.Reed@trashymail.com,0399 7420631,5000.9,SE334 ,FR,'283070609337389','6011001829313412',Discover,1110,9558
12190,C12190,C12190,Cynthia Campbell    ,1899 Commerce Boulevard,<null>,<null>,Nasca,VA,IT,21010,0,Cynthia.K.Campbell@pookmail.com,0393 2999683,904.86,NW316 ,IT,'NOOSCZ11S43L155Q','370000188510707',American Express,109,6534
10613,C10613,C10613,Charles Andersen    ,1184 Gregory Lane,<null>,<null>,Cassano Magnago,VA,IT,21012,0,Charles.K.Andersen@trashymail.com,0357 0372712,6101,SC193 ,IT,'SLNLLM43M11D937P','6011008063976937',Discover,317,158
11819,C11819,C11819,Brian Panek         ,4955 Don Jackson Lane,<null>,<null>,Luino,VA,IT,21016,0,Brian.J.Panek@mailinator.com,0322 2454916,568.3,SC262 ,CA,'067191239','370000390390823',American Express,1009,2601
10428,C10428,C10428,Thomas Leon         ,565 Clousson Road,<null>,<null>,Bregano,VA,IT,21020,0,Thomas.M.Leon@mailinator.com,0364 3329547,18735.7,WE286 ,IT,'IUOOXX23C12F517L','3088002340668180',JCB,916,2830
10655,C10655,C10655,Ronald Singleton    ,3711 Steele Street,<null>,<null>,Cazzago Brabbia,VA,IT,21020,0,Ronald.J.Singleton@dodgeit.com,0384 6883506,0,SE139 ,IT,'POAJRT66A18A477Z','370000962277101',American Express,116,6890
11856,C11856,C11856,Virginia Young      ,698 Winding Way,<null>,<null>,Malgesso,VA,IT,21020,0,Virginia.J.Young@mailinator.com,0355 5320870,486,NW313 ,FR,'251048613595037','5500007306971192',Master Card,815,3450
11237,C11237,C11237,Anita Foley         ,2918 Elsie Drive,<null>,<null>,Ghirla,VA,IT,21030,0,Anita.J.Foley@pookmail.com,0312 3454752,492,NE109 ,UK,'OB771116','370000786894073',American Express,116,1161
13295,C13295,C13295,Aida Diehl          ,4322 Elsie Drive,<null>,<null>,Viconago,VA,IT,21031,0,Aida.D.Diehl@pookmail.com,0312 2902227,1782.03,WE220 ,IT,'NCIQVY56S24M308P','3088004810647140',JCB,1111,8129
11036,C11036,C11036,Roger Sterrett      ,2337 Austin Avenue,<null>,<null>,Ellicott City,MD,US,21042,0,Roger.H.Sterrett@spambob.com,618-397-4723,5231,NE109 ,CA,'337390058','370000960975805',American Express,911,5538
10805,C10805,C10805,Iris Sain           ,2895 Webster Street,<null>,<null>,Columbia,MD,US,21044,0,Iris.H.Sain@spambob.com,702-282-7248,9095.04,SE208 ,CA,'160126983','3088004007841704',JCB,910,2370
10806,C10806,C10806,Barbara Kelly       ,3545 Ritter Avenue,<null>,<null>,Columbia,MD,US,21044,0,Barbara.T.Kelly@pookmail.com,724-642-9148,904.86,SE208 ,FR,'121089206069683','4111117426043402',VISA,616,2829
10503,C10503,C10503,Bobby Sanborn       ,1981 Ray Court,<null>,<null>,Cairate,VA,IT,21050,0,Bobby.M.Sanborn@spambob.com,0347 4528528,3780.51,WE286 ,CA,'436458285','6011007318447538',Discover,310,1129
10779,C10779,C10779,Steven Jackson      ,1114 Pearcy Avenue,<null>,<null>,Clivio,VA,IT,21050,0,Steven.C.Jackson@mailinator.com,0363 8546361,352,SE202 ,CA,'597964725','4111113187219612',VISA,314,4013
12705,C12705,C12705,Marcia Johnson      ,1504 Station Street,<null>,<null>,Sacconago,VA,IT,21052,0,Marcia.B.Johnson@pookmail.com,0389 8287392,304,WE289 ,FR,'784096314276114','4111111854793323',VISA,517,4355
10863,C10863,C10863,Kate Chappell       ,1230 Parkview Drive,<null>,<null>,Crofton,MD,US,21114,0,Kate.M.Chappell@pookmail.com,310-528-6986,2550,NC358 ,FR,'109045037867975','3088001429575035',JCB,913,6486
10864,C10864,C10864,Joel Caron          ,685 Lilac Lane,<null>,<null>,Crofton,MD,US,21114,0,Joel.D.Caron@mailinator.com,925-815-5188,486,NC169 ,IT,'GGUWWR83H57G522D','30000004264333',Diners Club,317,8384
11343,C11343,C11343,Harry Walker        ,2529 White Avenue,<null>,<null>,Hamburg Waltershof,<null>,DE,21129,0,Harry.L.Walker@spambob.com,09188 82 07 01,5231,NC160 ,ES,'X1271331Y','370000959566904',American Express,109,487
10229,C10229,C10229,Maria Whisler       ,4879 Lakeland Terrace,<null>,<null>,Baltimore,MD,US,21201,0,Maria.R.Whisler@trashymail.com,727-366-3460,0,NC229 ,U.S.,'501330001','6011007184145984',Discover,908,851
10230,C10230,C10230,Stephen Kendall     ,357 Burnside Avenue,<null>,<null>,Baltimore,MD,US,21201,0,Stephen.K.Kendall@spambob.com,240-417-7337,180.3,NE367 ,IT,'GHHJZR20L63E273D','3088002884262549',JCB,1017,7045
10235,C10235,C10235,Mary Bates          ,1646 Tenmile,<null>,<null>,Baltimore,MD,US,21201,0,Mary.T.Bates@pookmail.com,503-337-6080,6000.28,NW181 ,ES,'2167155A','30000005055532',Diners Club,515,582
10236,C10236,C10236,Nicole Thompson     ,1803 Crestview Manor,<null>,<null>,Baltimore,MD,US,21201,0,Nicole.F.Thompson@dodgeit.com,973-719-8383,568.3,NE307 ,FR,'792041102280441','4111116617179322',VISA,410,2262
10237,C10237,C10237,Jeffrey Baca        ,1824 George Avenue,<null>,<null>,Baltimore,MD,US,21201,0,Jeffrey.B.Baca@dodgeit.com,404-636-7915,3780.51,WE283 ,U.S.,'022868248','3088007332603632',JCB,415,7932
10231,C10231,C10231,Elizabeth Martinez  ,947 Rainbow Road,<null>,<null>,Baltimore,MD,US,21202,0,Elizabeth.B.Martinez@mailinator.com,314-268-8613,505,NW118 ,IT,'UAAUXX18L25A259N','30000005201581',Diners Club,214,110
10232,C10232,C10232,Hazel Reed          ,798 Musgrave Street,<null>,<null>,Baltimore,MD,US,21202,0,Hazel.J.Reed@pookmail.com,914-787-3637,5869.4,NC169 ,IT,'SYANSW51S08F710X','3088007920410549',JCB,1108,2172
10233,C10233,C10233,Albert Jackson      ,2734 Sycamore Circle,<null>,<null>,Baltimore,MD,US,21202,0,Albert.R.Jackson@pookmail.com,562-587-7490,6101,NE175 ,UK,'KE030697B','370000973259973',American Express,414,6198
10234,C10234,C10234,Michael Franks      ,1682 Cardinal Lane,<null>,<null>,Baltimore,MD,US,21202,0,Michael.Y.Franks@trashymail.com,949-454-9536,290.48,NW316 ,UK,'BM334375A','370000171667787',American Express,115,4715
12676,C12676,C12676,Matthew Martinez    ,3443 Brown Avenue,<null>,<null>,Rosal de la Frontera,<null>,ES,21250,0,Matthew.S.Martinez@dodgeit.com,91-102-2216,853.3,SC127 ,ES,'1621378Q','370000563439571',American Express,309,1128
11196,C11196,C11196,Amy Green           ,3465 Canis Heights Drive,<null>,<null>,Fuenteheridos,<null>,ES,21292,0,Amy.K.Green@trashymail.com,91-635-1908,1782.03,NC166 ,IT,'MWUTLA53A42A776O','6011003158974624',Discover,212,1567
11043,C11043,C11043,Jim Golden          ,2600 Counts Lane,<null>,<null>,Encinasola,<null>,ES,21390,0,Jim.P.Golden@pookmail.com,91-102-2298,1782.03,SW340 ,U.S.,'503390002','6011008941005818',Discover,1112,5785
10490,C10490,C10490,Felipe Norris       ,2237 Irving Road,<null>,<null>,Buxtehude,<null>,DE,21614,0,Felipe.M.Norris@pookmail.com,037209 72 97,568.3,NW310 ,IT,'IXXJJP55S05C147W','4111118170895567',VISA,1114,1492
11179,C11179,C11179,Simon Kraft         ,1973 Ford Street,<null>,<null>,Frederick,MD,US,21701,0,Simon.A.Kraft@trashymail.com,636-552-9811,5231,NW118 ,U.S.,'459990001','370000982494462',American Express,315,8785
11180,C11180,C11180,Maryjo Malley       ,2084 Ridge Road,<null>,<null>,Frederick,MD,US,21701,0,Maryjo.T.Malley@trashymail.com,423-903-7992,904.86,NE178 ,ES,'3764996B','3088005411136094',JCB,213,2172
12128,C12128,C12128,Barbara Schofield   ,3487 Williams Lane,<null>,<null>,Mount Airy,MD,US,21771,0,Barbara.L.Schofield@pookmail.com,631-674-9700,0,SC199 ,IT,'SOEDLW74R59E184K','3088004917102478',JCB,909,3270
12174,C12174,C12174,John Agee           ,2465 Villa Drive,<null>,<null>,Myersville,MD,US,21773,0,John.A.Agee@pookmail.com,503-245-2089,5869.4,NC424 ,UK,'TS643163D','370000730242155',American Express,114,5568
12748,C12748,C12748,Jason Hansen        ,3276 Cross Street,<null>,<null>,Salisbury,MD,US,21804,0,Jason.S.Hansen@dodgeit.com,502-544-2882,0,SC262 ,CA,'064465297','370000440623314',American Express,911,5698
12749,C12749,C12749,Hai Harrell         ,1124 Green Acres Road,<null>,<null>,Salisbury,MD,US,21875,0,Hai.K.Harrell@spambob.com,256-832-8541,180.3,WE157 ,IT,'OAIQRB83M56D915X','370000420959076',American Express,1012,9743
10657,C10657,C10657,Beverly Gamble      ,2872 Adams Drive,<null>,<null>,Cecilton,MD,US,21913,0,Beverly.J.Gamble@dodgeit.com,208-798-4677,354,WE151 ,U.S.,'023867833','30000000701619',Diners Club,609,8245
11228,C11228,C11228,Anne Gilbert        ,502 Allison Avenue,<null>,<null>,Garzeno,CO,IT,22010,0,Anne.P.Gilbert@spambob.com,0352 4599031,352,RP253 ,FR,'894011142952143','370000166127110',American Express,613,6455
11625,C11625,C11625,Curtis Wicks        ,2466 Chapmans Lane,<null>,<null>,Laglio,CO,IT,22010,0,Curtis.B.Wicks@dodgeit.com,0324 9177538,673,WE421 ,FR,'718020117743215','30000002948242',Diners Club,711,8371
12394,C12394,C12394,Thomas Thompson     ,2140 Hillcrest Avenue,<null>,<null>,Peglio,CO,IT,22010,0,Thomas.M.Thompson@trashymail.com,0329 0760819,904.86,NW244 ,IT,'AIASZV27S47M044N','30000001512247',Diners Club,709,5629
13266,C13266,C13266,Shannon Garrett     ,3675 Driftwood Road,<null>,<null>,Valsolda,CO,IT,22010,0,Shannon.R.Garrett@dodgeit.com,0368 9113849,568.3,NC295 ,CA,'554879676','4111110321552965',VISA,316,3964
13200,C13200,C13200,Sam Taylor          ,371 Tyler Avenue,<null>,<null>,Tremezzo,CO,IT,22019,0,Sam.N.Taylor@spambob.com,0394 4920046,1782.03,NE106 ,FR,'141058414816275','4111119802769345',VISA,1110,2997
11693,C11693,C11693,Maureen Jones       ,4572 Junior Avenue,<null>,<null>,Lemna,CO,IT,22020,0,Maureen.S.Jones@dodgeit.com,0367 8738713,6000.28,NE178 ,UK,'AM088869C','4111113936191690',VISA,811,2542
10641,C10641,C10641,Latosha Lynch       ,227 Glory Road,<null>,<null>,Castiglione D'Intelvi,CO,IT,22023,0,Latosha.G.Lynch@dodgeit.com,0349 8749019,1782.03,SW211 ,CA,'322397985','370000392405157',American Express,211,4027
10768,C10768,C10768,Mary Simcox         ,2545 Willison Street,<null>,<null>,Civiglio,CO,IT,22030,0,Mary.J.Simcox@pookmail.com,0310 3873197,90.3,SE403 ,FR,'223031044375526','3088009248576571',JCB,1114,7448
11770,C11770,C11770,Ruth Butler         ,2439 Mill Street,<null>,<null>,Longone Al Segrino,CO,IT,22030,0,Ruth.W.Butler@dodgeit.com,0389 1763126,3780.51,WE415 ,UK,'JM867493A','6011000520109707',Discover,310,2663
12666,C12666,C12666,John Charles        ,1929 Oakwood Circle,<null>,<null>,Romano' Brianza,CO,IT,22040,0,John.B.Charles@pookmail.com,0362 9880774,5000.9,SC328 ,FR,'251044730145203','370000082872187',American Express,1011,1667
10119,C10119,C10119,Robert Bilbo        ,2553 Clousson Road,<null>,<null>,Appiano Gentile,CO,IT,22070,0,Robert.L.Bilbo@dodgeit.com,0390 9449254,5000.9,SC196 ,IT,'QIEZKO91C65L851P','3088004411977847',JCB,917,5678
10564,C10564,C10564,John Barron         ,2113 Crummit Lane,<null>,<null>,Capiago Intimiano,CO,IT,22070,0,John.S.Barron@spambob.com,0387 7479273,853.3,SE403 ,IT,'NYWMXZ55S16G238Z','4111119861566673',VISA,309,3248
10609,C10609,C10609,Debra Farias        ,2833 Davis Street,<null>,<null>,Casnate,CO,IT,22070,0,Debra.T.Farias@trashymail.com,0338 4935109,5869.4,NE106 ,IT,'CIUZAI21R17G426X','30000005086925',Diners Club,111,9952
11107,C11107,C11107,Hazel Westendorf    ,4483 Kincheloe Road,<null>,<null>,Fenegro,CO,IT,22070,0,Hazel.J.Westendorf@trashymail.com,0365 9241050,6101,NC160 ,IT,'LAXFIA38M48C059I','5500004878600887',Master Card,1011,9635
11385,C11385,C11385,Sherron Schroeder   ,2611 Nash Street,<null>,<null>,Herndon,VA,US,22070,0,Sherron.T.Schroeder@pookmail.com,270-689-1379,391,SC262 ,UK,'KK865154','6011008761964730',Discover,813,9318
13288,C13288,C13288,Margaret Gardner    ,2009 Quarry Drive,<null>,<null>,Vertemate Con Minoprio,CO,IT,22070,0,Margaret.T.Gardner@spambob.com,0339 4858586,298.83,WE220 ,UK,'WM862256D','3088003302864635',JCB,412,2241
12067,C12067,C12067,Demetrius Buffington,3513 Whitetail Lane,<null>,<null>,Monte Olimpino,CO,IT,22100,0,Demetrius.G.Buffington@dodgeit.com,0355 2402164,1820.08,SW277 ,FR,'134093158605337','3088000836801976',JCB,1116,1419
11946,C11946,C11946,Erich Sheehan       ,2304 Court Street,<null>,<null>,Mclean,VA,US,22101,0,Erich.K.Sheehan@trashymail.com,910-422-6177,0,WE226 ,FR,'168032808320406','4111112423236158',VISA,715,3239
10137,C10137,C10137,Tyrone Wright       ,4201 Driftwood Road,<null>,<null>,Arlington,VA,US,22201,0,Tyrone.A.Wright@pookmail.com,256-545-9651,18735.7,WE223 ,UK,'ZK462765','4111111191156325',VISA,715,6703
10138,C10138,C10138,Justin Kay          ,4770 Agriculture Lane,<null>,<null>,Arlington,VA,US,22202,0,Justin.L.Kay@mailinator.com,650-354-2138,3780.51,NE367 ,FR,'199010609294179','6011000827034855',Discover,412,6565
10062,C10062,C10062,Clifford Pardo      ,4540 Godfrey Street,<null>,<null>,Alexandria,VA,US,22306,0,Clifford.D.Pardo@dodgeit.com,484-483-6787,5869.4,NC232 ,ES,'2880854N','3088006326330756',JCB,114,1135
11181,C11181,C11181,Eugene Feltman      ,4140 Christie Way,<null>,<null>,Fredericksburg,VA,US,22408,0,Eugene.T.Feltman@mailinator.com,906-428-0571,863.9,NE235 ,UK,'PS313425C','3088006449148515',JCB,316,8124
10289,C10289,C10289,Audrey Pyle         ,200 Braxton Street,<null>,<null>,Benasque,<null>,ES,22440,0,Audrey.T.Pyle@mailinator.com,91-102-2560,298.83,SC256 ,CA,'375721271','370000519881629',American Express,412,9785
10290,C10290,C10290,Calvin Yarbrough    ,3871 Lonely Oak Drive,<null>,<null>,Benasque,<null>,ES,22440,0,Calvin.A.Yarbrough@dodgeit.com,91-102-6551,863.9,SE397 ,CA,'912521259','6011004068102603',Discover,910,8382
10412,C10412,C10412,Glenda Lundquist    ,4583 Green Gate Lane,<null>,<null>,Boyce,VA,US,22620,0,Glenda.W.Lundquist@trashymail.com,740-985-2702,90.3,NW250 ,UK,'ZW766909A','30000004073320',Diners Club,714,7851
10875,C10875,C10875,Ella George         ,868 Cheshire Road,<null>,<null>,Culpeper,VA,US,22701,0,Ella.G.George@dodgeit.com,302-571-1821,120,SW409 ,IT,'VTICJX09B61H095K','370000673931962',American Express,313,5475
12216,C12216,C12216,Betty Dudley        ,3032 Yorkie Lane,<null>,<null>,New Market,VA,US,22844,0,Betty.D.Dudley@dodgeit.com,208-547-7974,0,NE304 ,IT,'AAIAOU42P09I758F','30000001884091',Diners Club,1217,5211
10247,C10247,C10247,John Riley          ,4904 Hamilton Drive,<null>,<null>,Barsbittel,<null>,DE,22885,0,John.S.Riley@spambob.com,04329 69 96 01,152,SE271 ,U.S.,'441590001','6011006084063560',Discover,712,8614
10873,C10873,C10873,Darlene Nichols     ,2784 Keyser Ridge Road,<null>,<null>,Crozet,VA,US,22932,0,Darlene.B.Nichols@dodgeit.com,620-361-6586,486,WE421 ,FR,'226068925590979','370000217776386',American Express,1214,1139
12362,C12362,C12362,Karen Koller        ,2849 University Hill Road,<null>,<null>,Palmyra,VA,US,22963,0,Karen.M.Koller@mailinator.com,218-231-7778,120,SC127 ,U.S.,'524990001','3088003788160185',JCB,216,8580
11324,C11324,C11324,Veronica Evans      ,1000 Cherry Tree Drive,<null>,<null>,Guit,<null>,FR,23000,0,Veronica.R.Evans@trashymail.com,01.24.81.98.37,354,NC424 ,ES,'7830739K','30000001466097',Diners Club,415,2224
11513,C11513,C11513,Joseph Williams     ,2980 Hill Croft Farm Road,<null>,<null>,Jaen,<null>,ES,23000,0,Joseph.G.Williams@mailinator.com,91-345-2178,18735.7,SC193 ,U.S.,'022867920','4111118334783899',VISA,410,7849
10155,C10155,C10155,Harold Magee        ,565 Cinnamon Lane,<null>,<null>,Ashland,VA,US,23005,0,Harold.A.Magee@mailinator.com,503-308-1831,304,NW310 ,UK,'YS731666A','370000058799620',American Express,116,6302
10846,C10846,C10846,Diane Moorhead      ,4627 Kovar Road,<null>,<null>,Cosio Stazione,SO,IT,23010,0,Diane.C.Moorhead@mailinator.com,0343 4097178,486,NE370 ,UK,'RT070031D','3088004311775044',JCB,813,8161
12704,C12704,C12704,Stacy Warren        ,372 Fleming Way,<null>,<null>,Sacco,SO,IT,23010,0,Stacy.W.Warren@mailinator.com,0399 7282092,352,NC298 ,CA,'388824344','3088008708859618',JCB,1211,35
12584,C12584,C12584,Melanie Smith       ,3922 Tyler Avenue,<null>,<null>,Rasura,SO,IT,23010,0,Melanie.L.Smith@pookmail.com,0320 0570772,298.83,SC130 ,FR,'261056509851328','6011000637307277',Discover,710,6498
12585,C12585,C12585,Donald Cordon       ,1375 Dye Street,<null>,<null>,Rasura,SO,IT,23010,0,Donald.J.Cordon@spambob.com,0340 7425439,6000.28,NE241 ,FR,'290076335110844','30000003259482',Diners Club,717,2856
10389,C10389,C10389,Richard Robinson    ,2223 Lincoln Street,<null>,<null>,Borgonuovo Di Piuro,SO,IT,23020,0,Richard.M.Robinson@spambob.com,0342 6029807,6000.28,NE103 ,ES,'2846849R','3088005465679841',JCB,613,5629
13319,C13319,C13319,Melissa Hill        ,2201 Bassel Street,<null>,<null>,Villa Di Chiavenna,SO,IT,23029,0,Melissa.M.Hill@spambob.com,0349 3202042,3780.51,NC229 ,FR,'219048404327253','6011000358078586',Discover,210,7416
11840,C11840,C11840,Olga Stroman        ,1975 Hickory Ridge Drive,<null>,<null>,Madonna Di Tirano,SO,IT,23030,0,Olga.E.Stroman@pookmail.com,0371 3103487,152,WE418 ,IT,'IXXUAI83H14H590T','30000005219229',Diners Club,1211,8308
13321,C13321,C13321,Ofelia Alvarez      ,3604 Ralph Drive,<null>,<null>,Villa Di Tirano,SO,IT,23030,0,Ofelia.S.Alvarez@pookmail.com,0333 3815970,1782.03,SC259 ,CA,'176535854','30000001144157',Diners Club,710,3465
10047,C10047,C10047,Calvin Shupe        ,3335 Willow Oaks Lane,<null>,<null>,Albosaggia,SO,IT,23100,0,Calvin.M.Shupe@spambob.com,0331 4473271,0,NE373 ,IT,'RHFGBS20R46E848A','4111118247512708',VISA,1011,4199
12393,C12393,C12393,Craig Mitchell      ,1494 Isaacs Creek Road,<null>,<null>,Pegalajar,<null>,ES,23110,0,Craig.L.Mitchell@pookmail.com,91-345-2192,6101,WE220 ,KO,'0001021768144','30000002183162',Diners Club,914,5615
10579,C10579,C10579,Ada Person          ,1136 Star Route,<null>,<null>,Carboneros,<null>,ES,23211,0,Ada.J.Person@pookmail.com,91-345-2149,505,SW343 ,ES,'6227422B','30000001219306',Diners Club,1113,1768
12618,C12618,C12618,Sandra Yancey       ,2342 Quilly Lane,<null>,<null>,Richmond,VA,US,23219,0,Sandra.C.Yancey@pookmail.com,559-836-5169,505,NE238 ,IT,'BAEQQH58C02E464T','30000002686834',Diners Club,617,9926
12617,C12617,C12617,Susan Leventhal     ,109 Pickens Way,<null>,<null>,Richmond,VA,US,23222,0,Susan.M.Leventhal@spambob.com,740-910-2749,1782.03,SC259 ,IT,'WIUTYN42E70F219G','4111116686310808',VISA,608,2675
10740,C10740,C10740,Jimmy Nelson        ,2675 Chestnut Street,<null>,<null>,Chiclana de Segura,<null>,ES,23264,0,Jimmy.T.Nelson@mailinator.com,91-345-2133,853.3,NW376 ,CA,'366106003','6011007091218874',Discover,112,152
12864,C12864,C12864,Cassandra Mcgill    ,2349 Saints Alley,<null>,<null>,Santiago-Pontones,<null>,ES,23290,0,Cassandra.D.Mcgill@spambob.com,91-102-2455,298.83,WE415 ,ES,'7551738X','6011003657604706',Discover,213,7063
12253,C12253,C12253,Paul Edwards        ,4734 Fincham Road,<null>,<null>,Norfolk,VA,US,23502,0,Paul.P.Edwards@trashymail.com,919-508-1430,853.3,NW187 ,FR,'292020143159511','3088008376541118',JCB,817,8075
12255,C12255,C12255,Steven Davison      ,482 Rosebud Avenue,<null>,<null>,Norfolk,VA,US,23502,0,Steven.J.Davison@mailinator.com,806-341-4926,486,SW346 ,ES,'7609744X','3088008558857464',JCB,509,851
12256,C12256,C12256,Jonathan Etter      ,2795 Stratford Park,<null>,<null>,Norfolk,VA,US,23502,0,Jonathan.M.Etter@dodgeit.com,903-560-3160,90.3,NC163 ,UK,'EY082703C','370000056538186',American Express,114,3304
12254,C12254,C12254,Helen Hyder         ,4552 Crim Lane,<null>,<null>,Norfolk,VA,US,23510,0,Helen.J.Hyder@spambob.com,330-374-7812,486,NC427 ,ES,'7017433H','6011003283627402',Discover,813,2172
13168,C13168,C13168,Beth Copeland       ,4018 Christie Way,<null>,<null>,Torreblascopedro,<null>,ES,23510,0,Beth.L.Copeland@dodgeit.com,91-345-2160,673,WE352 ,FR,'260117309310728','4111113138331110',VISA,511,1266
11813,C11813,C11813,Lisa Fuller         ,2142 Leisure Lane,<null>,<null>,Lubeck,<null>,DE,23516,0,Lisa.V.Fuller@spambob.com,04273 28 44 00,5869.4,NE103 ,IT,'CIERWQ88R24D092L','370000345172219',American Express,1211,520
11401,C11401,C11401,Jeffrey Walker      ,3730 Pallet Street,<null>,<null>,Higuera de Calatrava,<null>,ES,23611,0,Jeffrey.N.Walker@pookmail.com,91-417-6731,6101,SW409 ,IT,'CAIPBD32D62F610N','6011000906169341',Discover,408,4000
12863,C12863,C12863,Renee Dozier        ,1567 Villa Drive,<null>,<null>,Santiago de Calatrava,<null>,ES,23612,0,Renee.R.Dozier@spambob.com,91-102-2088,0,NW184 ,CA,'586905697','30000001849748',Diners Club,1011,8382
11347,C11347,C11347,Amber Pena          ,577 Coolidge Street,<null>,<null>,Hampton,VA,US,23669,0,Amber.S.Pena@mailinator.com,410-404-0635,568.3,NE103 ,UK,'SZ004013B','3088000121445620',JCB,708,1433
10575,C10575,C10575,Kenny Jordan        ,2574 Lauren Drive,<null>,<null>,Capron,VA,US,23829,0,Kenny.M.Jordan@mailinator.com,804-418-1956,304,SE136 ,IT,'KDVMQT04E44H014T','4111116337609111',VISA,1110,7588
10390,C10390,C10390,Emmanuel Fisher     ,1775 Parrill Court,<null>,<null>,Bosisio Parini,LC,IT,23842,0,Emmanuel.J.Fisher@spambob.com,0320 1673333,18735.7,WE349 ,FR,'180064808549530','370000233598418',American Express,1017,6032
10478,C10478,C10478,Christopher Wrenn   ,2941 Wood Street,<null>,<null>,Burkeville,VA,US,23922,0,Christopher.C.Wrenn@mailinator.com,817-469-1785,354,SE268 ,U.S.,'022868014','370000246542957',American Express,815,8209
12988,C12988,C12988,Scottie Eggen       ,150 Rose Street,<null>,<null>,Sorisole,BG,IT,24010,0,Scottie.T.Eggen@mailinator.com,0327 8766651,673,NW313 ,ES,'X1839488V','3088002740184119',JCB,315,4436
13316,C13316,C13316,Mark Kennedy        ,2168 Boggess Street,<null>,<null>,Villa D'Alme,BG,IT,24018,0,Mark.D.Kennedy@pookmail.com,0337 8949764,120,SE133 ,ES,'9165378Q','6011000431209240',Discover,711,6744
